"id","csrd_id","csrd_name","csrd_appendix_b","csrd_appendix_c_less_then_750","csrd_appendix_c_more_then_750","csrd_sheet_name","csrd_conditional_or_alternative_dp","csrd_data_type","csrd_dr","csrd_esrs","csrd_may_v","csrd_paragraph","csrd_related_ar"
"__export__.document_csrd_147_1977011d","mdr-p_01","description of key contents of policy","","","","ESRS 2 MDR","","narrative","mdr-p","esrs 2","","65 a","ar 21"
"__export__.document_csrd_148_49942123","mdr-p_02","description of scope of policy or of its exclusions","","","","ESRS 2 MDR","","narrative","mdr-p","esrs 2","","65 b",""
"__export__.document_csrd_149_875b66f0","mdr-p_03","description of most senior level in organisation that is accountable for implementation of policy","","","","ESRS 2 MDR","","narrative","mdr-p","esrs 2","","65 c",""
"__export__.document_csrd_150_1c711fcc","mdr-p_04","disclosure of third-party standards or initiatives that are respected through implementation of policy","","","","ESRS 2 MDR","conditional","narrative","mdr-p","esrs 2","","65 d",""
"__export__.document_csrd_151_7bd1856f","mdr-p_05","description of consideration given to interests of key stakeholders in setting policy","","","","ESRS 2 MDR","conditional","narrative","mdr-p","esrs 2","","65 e",""
"__export__.document_csrd_152_12dc5307","mdr-p_06","explanation of whether and how policy is made available to potentially affected stakeholders and stakeholders who need to help implement it","","","","ESRS 2 MDR","conditional","narrative","mdr-p","esrs 2","","65 f",""
"__export__.document_csrd_153_09bc5c64","mdr-a_01","disclosure of key action","","","","ESRS 2 MDR","conditional","narrative","mdr-a","esrs 2","","68 a","ar 22"
"__export__.document_csrd_154_b7383b92","mdr-a_02","description of scope of key action","","","","ESRS 2 MDR","conditional","narrative","mdr-a","esrs 2","","68 b",""
"__export__.document_csrd_155_fb4afacc","mdr-a_03","time horizon under which key action is to be completed","","","","ESRS 2 MDR","conditional","semi-narrative","mdr-a","esrs 2","","68 c",""
"__export__.document_csrd_156_c2486b41","mdr-a_04","description of key action taken, and its results, to provide for and cooperate in or support provision of remedy for those harmed by actual material impacts","","","","ESRS 2 MDR","conditional","narrative","mdr-a","esrs 2","","68 d",""
"__export__.document_csrd_157_86524eff","mdr-a_05","disclosure of quantitative and qualitative information regarding progress of actions or action plans disclosed in prior periods","","","","ESRS 2 MDR","conditional","narrative","mdr-a","esrs 2","","68 e",""
"__export__.document_csrd_158_bf539285","mdr-a_06","disclosure of the type of current and future financial and other resources allocated to the action plan (capex and opex)","","","","ESRS 2 MDR","conditional","narrative","mdr-a","esrs 2","","69 a",""
"__export__.document_csrd_159_e5c7f2f0","mdr-a_07","explanation of how current financial resources relate to most relevant amounts presented in financial statements","","","","ESRS 2 MDR","conditional","narrative","mdr-a","esrs 2","","69 b",""
"__export__.document_csrd_160_3e3f112f","mdr-a_08","current and future financial resources allocated to action plan, breakdown by time horizon and resources","","","","ESRS 2 MDR","conditional","table/monetary","mdr-a","esrs 2","v","ar 23",""
"__export__.document_csrd_161_ccb2c4e1","mdr-a_09","current financial resources allocated to action plan (capex)","","","","ESRS 2 MDR","conditional","monetary","mdr-a","esrs 2","","69 b",""
"__export__.document_csrd_162_8475a82e","mdr-a_10","current financial resources allocated to action plan (opex)","","","","ESRS 2 MDR","conditional","monetary","mdr-a","esrs 2","","69 b",""
"__export__.document_csrd_163_f90795ee","mdr-a_11","future financial resources allocated to action plan (capex)","","","","ESRS 2 MDR","conditional","monetary","mdr-a","esrs 2","","69 c",""
"__export__.document_csrd_164_99239026","mdr-a_12","future financial resources allocated to action plan (opex)","","","","ESRS 2 MDR","conditional","monetary","mdr-a","esrs 2","","69 c",""
"__export__.document_csrd_165_8750f2fb","mdr-m_01","description of metric used to evaluate performance and effectiveness, in relation to material impact, risk or opportunity","","","","ESRS 2 MDR","","narrative","mdr-m","esrs 2","","75",""
"__export__.document_csrd_166_66b03813","mdr-m_02","disclosure of methodologies and significant assumptions behind metric","","","","ESRS 2 MDR","","narrative","mdr-m","esrs 2","","77 a",""
"__export__.document_csrd_167_b1160586","mdr-m_03","type of external body other than assurance provider that provides validation","","","","ESRS 2 MDR","","narrative","mdr-m","esrs 2","","77 b",""
"__export__.document_csrd_168_60d864c0","mdr-t_01","relationship with policy objectives","","","","ESRS 2 MDR","","narrative","mdr-t","esrs 2","","80 a","ar 24 - 
ar 26"
"__export__.document_csrd_169_51131cd8","mdr-t_02","measurable target","","","","ESRS 2 MDR","","decimal/percent/narrative","mdr-t","esrs 2","","80 b","ar 24 - 
ar 26"
"__export__.document_csrd_170_fb644496","mdr-t_03","nature of target","","","","ESRS 2 MDR","conditional","semi-narrative","mdr-t","esrs 2","","80 b","ar 24 - 
ar 26"
"__export__.document_csrd_171_b0247666","mdr-t_04","description of scope of target","","","","ESRS 2 MDR","","narrative","mdr-t","esrs 2","","80 c","ar 24 - 
ar 26"
"__export__.document_csrd_172_3140941d","mdr-t_05","baseline value","","","","ESRS 2 MDR","","integer","mdr-t","esrs 2","","80 d","ar 24 - 
ar 26"
"__export__.document_csrd_173_8a811009","mdr-t_06","baseline year","","","","ESRS 2 MDR","","integer","mdr-t","esrs 2","","80 d","ar 24 - 
ar 26"
"__export__.document_csrd_174_e35a2be1","mdr-t_07","period to which target applies","","","","ESRS 2 MDR","","semi-narrative","mdr-t","esrs 2","","80 e","ar 24 - 
ar 26"
"__export__.document_csrd_175_0c7461e0","mdr-t_08","indication of milestones or interim targets","","","","ESRS 2 MDR","conditional","narrative","mdr-t","esrs 2","","80 e","ar 24 - 
ar 26"
"__export__.document_csrd_176_d386297d","mdr-t_09","description of methodologies and significant assumptions used to define target","","","","ESRS 2 MDR","","narrative","mdr-t","esrs 2","","80 f","ar 24 - 
ar 26"
"__export__.document_csrd_177_043ad5a9","mdr-t_10","target related to environmental matters is based on conclusive scientific evidence","","","","ESRS 2 MDR","","semi-narrative","mdr-t","esrs 2","","80 g","ar 24 - 
ar 26"
"__export__.document_csrd_178_803b2fec","mdr-t_11","disclosure of whether and how stakeholders have been involved in target setting","","","","ESRS 2 MDR","","narrative","mdr-t","esrs 2","","80 h","ar 24 - 
ar 26"
"__export__.document_csrd_179_dbb4f3f6","mdr-t_12","description of any changes in target and corresponding metrics or underlying measurement methodologies, significant assumptions, limitations, sources and adopted processes to collect data","","","","ESRS 2 MDR","","narrative","mdr-t","esrs 2","","80 i","ar 24 - 
ar 26"
"__export__.document_csrd_180_081f761d","mdr-t_13","description of performance against disclosed target","","","","ESRS 2 MDR","","narrative","mdr-t","esrs 2","","80 j","ar 24 - 
ar 26"
"__export__.document_csrd_181_b067ea08","disclosures to be reported in case the undertaking has not adopted policies and/or actions or set any measurable outcome-oriented targets [see chapter 4.2 mdr - esrs 2]","","","","","ESRS 2 MDR","","","","","","",""
"__export__.document_csrd_182_5971f9fd","mdr-p_07","disclosure of reasons for not having adopted policies","","","","ESRS 2 MDR","conditional","narrative","mdr-p","esrs 2","","62",""
"__export__.document_csrd_183_5c33ef8f","mdr-p_08","disclosure of timeframe in which the undertakings aims to adopt policies","","","","ESRS 2 MDR","conditional","narrative","mdr-p","esrs 2","v","62",""
"__export__.document_csrd_184_60164e9f","mdr-a_13","disclosure of reasons for not having adopted actions","","","","ESRS 2 MDR","conditional","narrative","mdr-a","esrs 2","","62",""
"__export__.document_csrd_185_fc82574b","mdr-a_14","disclosure of timeframe in which the undertakings aims to adopt actions","","","","ESRS 2 MDR","conditional","narrative","mdr-a","esrs 2","v","62",""
"__export__.document_csrd_186_973f8f87","mdr-t_14","disclosure of timeframe for setting of measurable outcome-oriented targets","","","","ESRS 2 MDR","conditional","narrative","mdr-t","esrs 2","v","81 a",""
"__export__.document_csrd_187_72d68505","mdr-t_15","description of reasons why there are no plans to set measurable outcome-oriented targets","","","","ESRS 2 MDR","conditional","narrative","mdr-t","esrs 2","v","81 a",""
"__export__.document_csrd_188_218f73d1","mdr-t_16","effectiveness of policies and actions is tracked in relation to material sustainability-related impact, risk and opportunity","","","","ESRS 2 MDR","conditional","semi-narrative","mdr-t","esrs 2","","81 b",""
"__export__.document_csrd_189_f3ccf007","mdr-t_17","description of processes through which effectiveness of policies and actions is tracked in relation to material sustainability-related impact, risk and opportunity","","","","ESRS 2 MDR","conditional","narrative","mdr-t","esrs 2","","81 b i",""
"__export__.document_csrd_190_9d81b761","mdr-t_18","description of defined level of ambition to be achieved and of any qualitative or quantitative indicators used to evaluate progress","","","","ESRS 2 MDR","conditional","narrative/numerical","mdr-t","esrs 2","","81 b ii",""
"__export__.document_csrd_191_369a691e","mdr-t_19","base year from which progress is measured","","","","ESRS 2 MDR","conditional","gyear","mdr-t","esrs 2","","81 b ii  80 d",""
"__export__.document_csrd_192_8758ef47","e1.gov-3_01","disclosure of whether and how climate-related considerations are factored into remuneration of members of administrative, management and supervisory bodies","","","","ESRS E1","","narrative","e1.gov-3","e1","","13",""
"__export__.document_csrd_193_8ee9f80e","e1.gov-3_02","percent of remuneration recognised that is linked to climate related considerations","","","","ESRS E1","","percent","e1.gov-3","e1","","13",""
"__export__.document_csrd_194_1836180c","e1.gov-3_03","explanation of climate-related considerations that are factored into remuneration of members of administrative, management and supervisory bodies","","","","ESRS E1","","narrative","e1.gov-3","e1","","13",""
"__export__.document_csrd_195_8fbe62d5","e1-1_01","disclosure of transition plan  for climate change mitigation","cl","","","ESRS E1","","narrative","e1-1","e1","","14","ar 1"
"__export__.document_csrd_196_00414cf2","e1-1_02","explanation of how targets are compatible with limiting of global warming to one and half degrees celsius in line with paris agreement","","","","ESRS E1","","narrative","e1-1","e1","","16 a","ar 2"
"__export__.document_csrd_197_f578680c","e1-1_03","disclosure of decarbonisation levers and key action","","","","ESRS E1","","narrative","e1-1","e1","","16 b",""
"__export__.document_csrd_198_33042cd1","e1-1_04","disclosure of significant operational expenditures (opex) and (or) capital expenditures (capex) required for implementation of action plan","","","","ESRS E1","","narrative","e1-1","e1","","16 c",""
